database_id,scientificName,family,subfamily,genus,subgenus,subspecies,species,specificEpithet,infraspecificEpithet,acceptedNameUsage,taxonRank,scientificNameAuthorship,identificationQualifier,higherClassification,identificationReferences,typeStatus,previousIdentifications,verbatimIdentification,identifiedBy,dateIdentified,decimalLatitude,decimalLongitude,stateProvince,continent,locality,island,county,municipality,level0Gid,level0Name,level1Gid,level1Name,license,issue,eventDate,eventTime,day,month,year,basisOfRecord,country,type,occurrenceStatus,recordNumber,recordedBy,eventID,Location,samplingProtocol,samplingEffort,individualCount,organismQuantity,coordinatePrecision,coordinateUncertaintyInMeters,spatiallyValid,catalogNumber,gbifID,datasetID,institutionCode,datasetName,otherCatalogNumbers,occurrenceID,taxonKey,coreid,recordId,collectionID,verbatimScientificName,verbatimEventDate,associatedTaxa,associatedOrganisms,fieldNotes,sex,rights,rightsHolder,accessRights,associatedReferences,bibliographicCitation,references,informationWithheld,isDuplicateOf,hasCoordinate,hasGeospatialIssues,assertions,occurrenceYear,id,duplicateStatus,associatedOccurrences,locationRemarks,dataSource,verbatim_scientificName
Dorey_data_15702129,"Lasioglossum viridatum (Lovell, 1905)",Halictidae,Halictinae,Lasioglossum,NA,NA,Lasioglossum viridatum,viridatum,NA,NA,NA,"(Lovell, 1905)",NA,NA,NA,NA,NA,NA,S. Droege,6/5/2009 0:00:00,35.6114,-82.4453,North Carolina,NA,NA,NA,Buncombe,Warren Wilson College,NA,NA,NA,NA,NA,NA,2008-06-20T00:00:00Z,NA,20,6,2008,preservedspecimen,United states,NA,NA,NA,Eric J. Soderholm,NA,NA,trapType:pan trap;trapCount:30;trapVolume:bowl 3.25oz;trapColor:in field note;trapLiquid:soap dawn,NA,NA,NA,NA,500,NA,USGS_DRO111667,NA,NA,BISON,NA,NA,USGS_DRO111667,NA,NA,urn:uuid:5969e467-004f-4f18-ac2b-952f19426644,95067882-e084-4028-a6ae-fe1e045a4992,Lasioglossum viridatum,StartDateTime:200806200600xx; EndDateTime:200806201800xx,NA,NA,NA,female,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=38456110,NA,NA,NA,NA,NA,NA,38456110,Duplicate,NA,NA,SCAN_Halictidae,NA
Dorey_data_15861793,"Lasioglossum pilosum (Smith, 1853)",Halictidae,Halictinae,Lasioglossum,NA,NA,Lasioglossum pilosum,pilosum,NA,NA,NA,"(Smith, 1853)",NA,NA,NA,NA,NA,NA,Droege,4/25/2008 0:00:00,38.5,-75.5945,Delaware,NA,NA,NA,Sussex,Vincent 4,NA,NA,NA,NA,NA,NA,2007-08-14T00:00:00Z,NA,14,8,2007,Preserved Specimen,United states,NA,NA,NA,C. Stragar,NA,NA,trapType:pan trap; trapCount:15; trapVolumne:; trapColor:; trapLiquid:,NA,NA,NA,NA,500,NA,USGS_DRO104590,NA,NA,BISON,NA,USGS_DRO5045,NA,NA,NA,urn:uuid:4ab6ed05-7f13-4db5-bddb-473ac2941248,95067882-e084-4028-a6ae-fe1e045a4992,Lasioglossum pilosum,StartDateTime:200708130951xx; EndDateTime:200708140955xx,NA,NA,NA,female,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=23022834,NA,NA,NA,NA,NA,NA,23022834,Duplicate,NA,NA,SCAN_Halictidae,NA
Dorey_data_16021008,"Lasioglossum microlepoides (Ellis, 1914)",Halictidae,Halictinae,Lasioglossum,NA,NA,Lasioglossum microlepoides,microlepoides,NA,NA,NA,"(Ellis, 1914)",NA,NA,NA,NA,NA,NA,T.L. Griswold 1999,NA,36,-114,Nevada,NA,withheld,NA,Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESERVED_SPECIMEN,United states,NA,NA,NA,W.R. Bowlin,NA,NA,NA,NA,NA,NA,NA,NA,NA,BBSL320016,NA,NA,USDA-ARS,NA,NA,NA,NA,NA,urn:uuid:6379e55a-de98-4f65-8951-f455687ec85b,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,Lasioglossum microlepoides,NA,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25417487,NA,NA,NA,NA,NA,NA,25417487,Duplicate,NA,NA,SCAN_Halictidae,NA
Dorey_data_16213457,"Melissodes trinodis Robertson, 1901",Apidae,Apinae,Melissodes,NA,NA,Melissodes trinodis,trinodis,NA,NA,NA,"Robertson, 1901",NA,NA,NA,NA,NA,NA,Sam Droege,9/13/2006 0:00:00,38.898253,-76.136628,Maryland,NA,NA,NA,Queen Anne's,Wye Island NRMA,NA,NA,NA,NA,NA,NA,2006-06-18T00:00:00Z,NA,18,6,2006,preservedspecimen,United states,NA,NA,NA,Cathy Stragar,NA,NA,trapType:in field note;in field note,NA,NA,NA,NA,500,NA,USGS_DRO061574,NA,NA,BISON,NA,NA,USGS_DRO061574,NA,NA,urn:uuid:65b33c91-0d87-40ba-ba5d-97a31475df8a,95067882-e084-4028-a6ae-fe1e045a4992,Melissodes trinodis,StartDateTime:200606180745xx; EndDateTime:200606181410xx,NA,NA,NA,male,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=38429219,NA,NA,NA,NA,NA,NA,38429219,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_16381341,"Ceratina nanula Cockerell, 1897",Apidae,Xylocopinae,Ceratina,NA,NA,Ceratina nanula,nanula,NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,K.T. Huntzinger 2004,NA,38,-112,Utah,NA,withheld,NA,Garfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESERVED_SPECIMEN,United states,NA,NA,NA,B. Bradley,NA,NA,NA,NA,NA,NA,NA,NA,NA,BBSL489029,NA,NA,USDA-ARS,NA,NA,NA,NA,NA,urn:uuid:b5cddf84-a0bf-435c-bd4e-c0fcbcd81473,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,Ceratina nanula,NA,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25295037,NA,NA,NA,NA,NA,NA,25295037,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_16549373,"Deltoptila elefas (Friese, 1917)",Apidae,Apinae,Deltoptila,NA,NA,Deltoptila elefas,elefas,NA,NA,NA,"(Friese, 1917)",NA,NA,NA,NO APLICA,NA,NA,Ismael A. Hinojosa Díaz,NA,17.4752778,-100.1777778,GUERRERO,NA,Puerto del Gallo,NA,GENERAL HELIODORO CASTILLO,NA,NA,NA,NA,NA,NA,NA,1983-11-25T00:00:00Z,NA,25,11,1983,PreservedSpecimen,Mexico,NA,NA,NA,Ricardo Ayala Barajas,NA,NA,NA,NA,1,NA,NA,NA,NA,9564,NA,NA,FC-UNAM,NA,NA,urn:catalog:FC-UNAM:MZFC:9564:10044,NA,NA,urn:uuid:31a21175-48a2-41bc-8400-712315bf3540,787cf714-e54c-48ac-b962-594ad40635f9,Deltoptila elefas,1983-11-25,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=28635895,NA,NA,NA,NA,NA,NA,28635895,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_16765768,"Melipona interrupta Latreille, 1811",Apidae,Apinae,Melipona,NA,NA,Melipona interrupta,interrupta,NA,NA,NA,"Latreille, 1811",NA,NA,NA,NA,NA,NA,Camargo,2005,-2.55,-57.966667,Amazonas,NA,"Igarapé Maripá, 10Km W de São Sebastião",NA,NA,São Sebastião do Uatumã,NA,NA,NA,NA,NA,NA,1979-02-22T00:00:00Z,NA,22,2,1979,PreservedSpecimen,Brazil,NA,NA,NA,Camargo,NA,NA,NA,NA,NA,NA,NA,NA,NA,202C-028,NA,NA,USP-RP,NA,NA,BRA:USP-RP:RPSP:202C-028,NA,NA,urn:uuid:99530ceb-3a9e-44a7-886f-80a857de87a8,4bd1afe9-ae5b-4b62-995a-062d9938762f,Melipona interrupta,1979-02-22,NA,NA,NA,female,http://creativecommons.org/licenses/by-nc/4.0/,Universidade de São Paulo,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=60221115,NA,NA,NA,NA,NA,NA,60221115,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_325158,"Bombus jonellus (Kirby, 1802)",Apidae,Apinae,Bombus,NA,NA,Bombus jonellus,jonellus,NA,NA,SPECIES,"(Kirby, 1802)",NA,NA,NA,NA,NA,NA,NA,NA,59.258547,9.97315,Vestfold og Telemark,NA,"Fossestua, Sagkollen, Larvik, Larvik, Vt",NA,Vestfold og Telemark,Larvik,NOR,Norway,NOR.19_1,Vestfold,CC_BY_4_0,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,2020-05-27T00:00:00Z,NA,27,5,2020,HUMAN_OBSERVATION,Norway,NA,PRESENT,NA,Rolf Meyer,NA,NA,NA,NA,1,NA,NA,10,NA,24319375,2631873352,NA,nef,NA,NA,urn:uuid:30b6ba9c-44b3-4187-a447-10369c574e2b,1340308,NA,NA,NA,"Bombus jonellus (Kirby, 1802)",NA,NA,NA,Activity: Forage.,NA,NA,NA,NA,https://www.artsobservasjoner.no/Sighting/24319375,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_514764,"Bombus lucorum (Linnaeus, 1761)",Apidae,Apinae,Bombus,NA,NA,Bombus lucorum,lucorum,NA,NA,SPECIES,"(Linnaeus, 1761)",NA,NA,NA,NA,NA,NA,NA,NA,53.284732,-6.138493,NA,EUROPE,Royal Terrace Ln; Dublin,NA,NA,NA,IRL,Ireland,IRL.6_1,Dublin,CC_BY_4_0,COORDINATE_ROUNDED,2014-09-01T00:00:00Z,NA,1,9,2014,HUMAN_OBSERVATION,NA,Occurrence,PRESENT,NA,Ciaran Taylor,NA,NA,NA,NA,NA,NA,NA,100,NA,97208269419895452,1571237525,BeesOfIreland,NBDC,NA,NA,ie.nbdc.dataset.BeesOfIreland.97208269419895452,1340298,NA,NA,NA,"Bombus lucorum (Linnaeus, 1761)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_689855,"Trigona amazonensis (Ducke, 1916)",Apidae,Apinae,Trigona,NA,NA,Trigona amazonensis,amazonensis,NA,NA,SPECIES,"(Ducke, 1916)",NA,NA,NA,NA,NA,NA,Camargo,NA,-11.916667,-62.05,Rondônia,NA,Linha P47.5,NA,NA,Alta Floresta,BRA,Brazil,BRA.22_1,Rondônia,CC_BY_NC_4_0,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE,NA,NA,NA,NA,NA,PRESERVED_SPECIMEN,Brazil,Collection,PRESENT,NA,"Brown, Boina, Vieira",NA,NA,NA,NA,NA,NA,NA,NA,NA,RO-8460,1949774583,NA,USP-RP,"RPSP - Coleção Entomológica “Prof. J.M.F. Camargo”, FFCLRP/USP",NA,BRA:USP-RP:RPSP:RO-8460,5040800,NA,NA,NA,"Trigona amazonensis (Ducke, 1916)",NA,NA,NA,NA,FEMALE,NA,"RPSP - Coleção Entomológica “Prof. J.M.F. Camargo”, FFCLRP/USP",NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Duplicate,NA,NA,GBIF_Apidae,NA
Dorey_data_865621,"Bombus ruderarius (Müller, 1776)",Apidae,Apinae,Bombus,NA,NA,Bombus ruderarius,ruderarius,NA,NA,SPECIES,"(Müller, 1776)",NA,Biota | Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apocrita | Aculeata | Apoidea | Apiformes | Apidae | Bombus,NA,NA,NA,NA,NA,NA,59.31429,16.45085,Södermanland,EUROPE,"Husby-Rekarne k:a, Srm",NA,Södermanland,Eskilstuna,SWE,Sweden,SWE.14_1,Södermanland,CC0_1_0,NA,2020-06-11T00:00:00Z,NA,11,6,2020,HUMAN_OBSERVATION,Sweden,NA,PRESENT,NA,Joachim Strengbom,NA,NA,NA,NA,1,1,NA,25,NA,86228133,2809445082,urn:lsid:swedishlifewatch.se:dataprovider:Artportalen,SLU Artdatabanken,Artportalen,NA,urn:lsid:artportalen.se:sighting:86228133,1340394,NA,NA,NA,"Bombus ruderarius (Müller, 1776)",2020-06-11,NA,NA,NA,FEMALE,NA,Joachim Strengbom,Free usage,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_1116841,"Nomada flavopicta (Kirby, 1802)",Apidae,Nomadinae,Nomada,NA,NA,Nomada flavopicta,flavopicta,NA,NA,SPECIES,"(Kirby, 1802)",NA,NA,NA,NA,NA,NA,NA,NA,49.0083,8.53333,NA,NA,Berghausen (Baden),NA,NA,NA,DEU,Germany,DEU.1_1,Baden-Württemberg,CC_BY_4_0,INSTITUTION_MATCH_NONE,1931-07-24T00:00:00Z,NA,24,7,1931,PRESERVED_SPECIMEN,Germany,NA,PRESENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,NA,127042,447280085,NA,NMOK,NA,NA,NA,1343989,NA,NA,NA,"Nomada flavopicta (Kirby, 1802)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_1407938,"Bombus soroeensis (Fabricius, 1776)",Apidae,Apinae,Bombus,NA,NA,Bombus soroeensis,soroeensis,NA,NA,SPECIES,"(Fabricius, 1776)",NA,NA,NA,NA,NA,Bombus soroeensis,Juho Paukkunen,NA,61.525637,29.374491,Laatokan Karjala (LK),NA,"Melkoniemi, Kallioniemi",NA,Parikkala,NA,FIN,Finland,FIN.4_1,Southern Finland,CC_BY_4_0,NA,2011-06-24T00:00:00Z,NA,24,6,2011,HUMAN_OBSERVATION,Finland,NA,PRESENT,NA,Juho Paukkunen,http://tun.fi/JX.873700#1,NA,NA,NA,2,NA,NA,1000,NA,http://tun.fi/JX.873700,1999814951,NA,NA,NA,NA,http://tun.fi/JX.873700#3,1340444,NA,NA,NA,"Bombus soroeensis (Fabricius, 1776)",NA,NA,NA,NA,NA,NA,NA,NA,NA,http://tun.fi/JX.873700#3 Source: FinBIF,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_1716118,"Apis mellifera Linnaeus, 1758",Apidae,Apinae,Apis,NA,NA,Apis mellifera,mellifera,NA,NA,SPECIES,"Linnaeus, 1758",NA,NA,NA,NA,NA,NA,NA,NA,51.035896,-2.667437,England,NA,Lytes Cary Garden 2015,NA,NA,NA,GBR,United Kingdom,GBR.1_1,England,CC_BY_NC_4_0,COORDINATE_ROUNDED,2016-05-31T00:00:00Z,NA,31,5,2016,HUMAN_OBSERVATION,NA,NA,PRESENT,NA,"Waterhouse, S. Sue",NA,NA,Standardised transect walk,NA,7,NA,NA,70.7,NA,NA,2907039908,NA,Bumblebee Conservation Trust,NA,NA,61948,1341976,NA,NA,NA,"Apis mellifera Linnaeus, 1758",NA,NA,NA,NA,NA,NA,The Bumblebee Conservation Trust,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_1892817,"Apis mellifera Linnaeus, 1758",Apidae,Apinae,Apis,NA,NA,Apis mellifera,mellifera,NA,NA,SPECIES,"Linnaeus, 1758",NA,Animalia|Apidae,NA,NA,NA,NA,NA,NA,52.3,5.2,Flevoland,EUROPE,Almere-Haven,NA,NA,NA,NLD,Netherlands,NLD.9_1,Noord-Holland,CC_BY_NC_4_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,2021-04-18T00:00:00Z,NA,18,4,2021,HUMAN_OBSERVATION,"Bonaire, saint eustatius and saba",NA,PRESENT,NA,NA,NA,NA,NA,NA,3,NA,NA,5000,NA,OBS.211019221,3728882521,NA,NA,NA,NA,https://observation.org/observation/211019221,1341976,NA,NA,NA,"Apis mellifera Linnaeus, 1758",NA,NA,NA,NA,NA,NA,Stichting Observation International,NA,NA,NA,https://data.biodiversitydata.nl/obsint/observation/OBS.211019221,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_2136016,"Bombus ruderarius (Müller, 1776)",Apidae,Apinae,Bombus,NA,NA,Bombus ruderarius,ruderarius,NA,NA,SPECIES,"(Müller, 1776)",NA,NA,NA,NA,NA,NA,NA,NA,63.407055,10.748885,Trøndelag,NA,Grønberg,NA,NA,Malvik,NOR,Norway,NOR.15_1,Sør-Trøndelag,CC_BY_4_0,COORDINATE_ROUNDED;FOOTPRINT_SRS_INVALID,2021-05-27T00:00:00Z,2021-05-27 11:22:00/2021-05-27 11:25:00,27,5,2021,HUMAN_OBSERVATION,Norway,Event,ABSENT,NA,NA,f7e83dde-3050-48b7-b399-84114043fc04,NA,Sweep netting,NA,0,NA,NA,25,NA,NA,3741621247,NA,NA,NA,NA,81ddc81d-f44b-40a4-a865-16a0bea504b3,1340394,NA,NA,NA,"Bombus ruderarius (Müller, 1776)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,In the original data this is known as transect: 2133-17,GBIF_Apidae,NA
Dorey_data_2394432,"Bombus sylvestris (Lepeletier, 1832)",Apidae,Apinae,Bombus,NA,NA,Bombus sylvestris,sylvestris,NA,NA,SPECIES,"(Lepeletier, 1832)",NA,NA,NA,NA,NA,NA,NA,NA,59.016965,10.03077,Vestfold og Telemark,NA,Solstad,NA,NA,Larvik,NOR,Norway,NOR.19_1,Vestfold,CC_BY_4_0,COORDINATE_ROUNDED;FOOTPRINT_SRS_INVALID,2016-05-31T00:00:00Z,2016-05-31 11:10:00/2016-05-31 11:17:00,31,5,2016,HUMAN_OBSERVATION,Norway,Event,ABSENT,NA,NA,52a26ced-6c73-4432-96ee-12bb354a43b4,NA,Sweep netting,NA,0,NA,NA,25,NA,NA,3739456023,NA,NA,NA,NA,7d403643-6d01-4431-b3ee-37067b643846,1340333,NA,NA,NA,"Bombus sylvestris (Lepeletier, 1832)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,In the original data this is known as transect: 1706-11,GBIF_Apidae,NA
Dorey_data_2574690,"Bombus pascuorum (Scopoli, 1763)",Apidae,Apinae,Bombus,NA,NA,Bombus pascuorum,pascuorum,NA,NA,SPECIES,"(Scopoli, 1763)",NA,NA,NA,NA,NA,NA,NA,NA,52.777802,13.280759,NA,NA,TK25 Blatt 3245/2 - Oberhavel / Oranienburg (Ost),NA,NA,NA,DEU,Germany,DEU.4_1,Brandenburg,CC_BY_4_0,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,2021-06-06T00:00:00Z,NA,6,6,2021,HUMAN_OBSERVATION,Germany,NA,PRESENT,NA,1412694443,NA,NA,NA,NA,NA,NA,NA,25,NA,-273174827,3389124638,NA,naturgucker,NA,NA,NA,1340405,NA,NA,NA,"Bombus pascuorum (Scopoli, 1763)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_2837458,"Bombus lapidarius (Linnaeus, 1758)",Apidae,Apinae,Bombus,NA,NA,Bombus lapidarius,lapidarius,NA,NA,SPECIES,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,J. Luig,1994-01-01T00:00:00,58.910801,22.219033,NA,NA,Kõpu,NA,Hiiu maakond,Hiiumaa vald,EST,Estonia,EST.2_1,Hiiu,CC_BY_NC_4_0,COORDINATE_ROUNDED,1990-08-24T00:00:00Z,NA,24,8,1990,PRESERVED_SPECIMEN,Estonia,PhysicalObject,PRESENT,NA,Kaupo Elberg,https://plutof.ut.ee/#/event/view/312232,NA,NA,NA,NA,NA,NA,2000,NA,TUZ240274,3017392442,NA,UTE,NA,NA,57179,1340301,NA,NA,http://grscicoll.org/institutional-collection/zoological-museum,"Bombus lapidarius (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_3047859,"Apis mellifera Linnaeus, 1758",Apidae,Apinae,Apis,NA,NA,Apis mellifera,mellifera,NA,NA,SPECIES,"Linnaeus, 1758",NA,Animalia|Apidae,NA,NA,NA,NA,NA,NA,52.3,5.6,Gelderland,EUROPE,Ermelo - Tonsel,NA,NA,NA,NLD,Netherlands,NLD.4_1,Gelderland,CC_BY_NC_4_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,2020-09-18T00:00:00Z,16:34,18,9,2020,HUMAN_OBSERVATION,"Bonaire, saint eustatius and saba",NA,PRESENT,NA,NA,NA,NA,NA,NA,1,NA,NA,5000,NA,OBS.200307710,3726652653,NA,NA,NA,NA,https://observation.org/observation/200307710,1341976,NA,NA,NA,"Apis mellifera Linnaeus, 1758",NA,NA,NA,NA,NA,NA,Stichting Observation International,NA,NA,NA,https://data.biodiversitydata.nl/obsint/observation/OBS.200307710,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_3226809,"Bombus terrestris (Linnaeus, 1758)",Apidae,Apinae,Bombus,NA,NA,Bombus terrestris,terrestris,NA,NA,SPECIES,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,"welfare, mark",NA,55.158966,-1.703347,England,NA,morpeth west,NA,NA,NA,GBR,United Kingdom,GBR.1_1,England,CC_BY_4_0,FOOTPRINT_WKT_INVALID,2020-09-03T00:00:00Z,NA,3,9,2020,HUMAN_OBSERVATION,NA,NA,PRESENT,NA,"Welfare, M. Mark",12541052,NA,NA,NA,5,NA,NA,1414.2,NA,NA,3038298632,NA,NA,NA,NA,18619224,1340503,NA,NA,NA,"Bombus terrestris (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,Biological Records Centre,NA,NA,NA,NA,OSGB Grid Reference NZ18X,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_3383514,"Bombus terrestris (Linnaeus, 1758)",Apidae,Apinae,Bombus,NA,NA,Bombus terrestris,terrestris,NA,NA,SPECIES,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,47.06295,7.07663,Ne,NA,NA,NA,NA,NA,CHE,Switzerland,CHE.13_1,Neuchâtel,CC_BY_4_0,NA,2014-05-08T00:00:00Z,NA,8,5,2014,HUMAN_OBSERVATION,Switzerland,NA,PRESENT,NA,Ducommun Alain,NA,NA,Sight sampling,NA,NA,NA,NA,3535,NA,CSCF-API-291902,3003312087,CSCF-API,NA,Swiss National Apoidea Databank,NA,CSCF-API-291902,1340503,NA,NA,NA,"Bombus terrestris (Linnaeus, 1758)",NA,NA,NA,NA,FEMALE,NA,Info Fauna - Centre Suisse de Cartographie de la Faune,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_3542710,"Bombus lapidarius (Linnaeus, 1758)",Apidae,Apinae,Bombus,NA,NA,Bombus lapidarius,lapidarius,NA,NA,SPECIES,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,Van Keer K.,NA,51.19607,4.396196,antwerpen,NA,Antwerpen - Waalse Kaai (Dg),NA,NA,Antwerpen,BEL,Belgium,BEL.2_1,Vlaanderen,CC_BY_4_0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,2013-07-21T00:00:00Z,NA,21,7,2013,MACHINE_OBSERVATION,Belgium,NA,PRESENT,131014,Van Keer K.,NA,NA,NA,NA,1,NA,1e-5,3535,NA,NA,2520817743,NA,NA,BelBEES2018,NA,BDFGM_2548307,1340301,NA,NA,NA,"Bombus lapidarius (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,Natuurpunt,NA,NA,"Wild bees of Belgium v.2019_06_29 UMons P.Rasmont D.Michez, UGent G.Smagghe D.De Graaf, UNamur N.Dendoncker, ULiege M.Dufrene, RBIN JL Boeve A Pauly, Natuurpunt.be JDHaeseler, Natagora JLPaquet,  pierre.rasmont@umons.ac.be",NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
Dorey_data_3771559,"Bombus pratorum (Linnaeus, 1761)",Apidae,Apinae,Bombus,NA,NA,Bombus pratorum,pratorum,NA,NA,SPECIES,"(Linnaeus, 1761)",NA,NA,NA,NA,NA,NA,NA,NA,59.064364,11.573463,Viken,NA,Prestebakke,NA,NA,Halden,NOR,Norway,NOR.2_1,Ãstfold,CC_BY_4_0,COORDINATE_ROUNDED;FOOTPRINT_SRS_INVALID,2009-07-28T00:00:00Z,2009-07-28 11:07:00/2009-07-28 11:19:00,28,7,2009,HUMAN_OBSERVATION,Norway,Event,ABSENT,NA,NA,428d9b74-ec66-4908-aed2-02a096cc0b3e,NA,Sweep netting,NA,0,NA,NA,25,NA,NA,3739395510,NA,NA,NA,NA,7400d25d-3173-42b5-b637-74dafe13a434,1340305,NA,NA,NA,"Bombus pratorum (Linnaeus, 1761)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,In the original data this is known as transect: 2206-2-4,GBIF_Apidae,NA
Dorey_data_3952491,"Apis mellifera Linnaeus, 1758",Apidae,Apinae,Apis,NA,NA,Apis mellifera,mellifera,NA,NA,SPECIES,"Linnaeus, 1758",NA,NA,NA,NA,NA,NA,warwickestates,2022-07-07T12:46:18,52.377493,-1.5589,England,NA,NA,NA,NA,NA,GBR,United Kingdom,GBR.1_1,England,CC_BY_NC_4_0,COORDINATE_ROUNDED,2022-07-07T13:42:58Z,12:42:58Z,7,7,2022,HUMAN_OBSERVATION,NA,NA,PRESENT,NA,warwickestates,NA,NA,NA,NA,NA,NA,NA,21,NA,125155790,3888778480,NA,iNaturalist,iNaturalist research-grade observations,NA,https://www.inaturalist.org/observations/125155790,1341976,NA,NA,NA,"Apis mellifera Linnaeus, 1758",2022-07-07 13:42:58,NA,NA,NA,NA,NA,warwickestates,NA,NA,NA,https://www.inaturalist.org/observations/125155790,NA,NA,TRUE,FALSE,NA,NA,NA,Unique,NA,NA,GBIF_Apidae,NA
