"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","stateProvince","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","day","month","year","basisOfRecord","country","type","occurrenceStatus","recordNumber","recordedBy","eventID","Location","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","verbatim_scientificName","countryCO","country_suggested","countryCode","iso_a3","countryMatch"
"Dorey_data_17324264","Andrena nasonii Robertson, 1895","Andrenidae","Andreninae","Andrena",NA,NA,"Andrena nasonii","nasonii",NA,NA,NA,"Robertson, 1895",NA,NA,NA,NA,NA,NA,"Sam Droege","1/10/201",39.3922,-77.5647,"Maryland",NA,NA,NA,"Frederick","Middletown",NA,NA,NA,NA,NA,NA,"2015/04/22 00:00:00","20150630192438",22,4,2015,NA,"United states",NA,NA,NA,"Lisa Kuder","USGS_DRO14252","Catoctin Creek NC","Technique used: pan trap|Bowls full upon collection: 9|Sampling Bowl/trap size: in field note|Trap colour: in field note|Trap liquid: glycol propylene",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"USGS_DRO424994",NA,NA,"USGS_DRO424994",NA,"Andrena nasonii Robertson, 1895",NA,NA,NA,"field_note: 3 UV-blue, 3 UV-yellow, 3 white cups with stands|note: Woods Glycol Study|DateEntered: 1/27/2017 9:35:36|DateScanned: 1/19/201|ipAddress: 159.189.28.158|time1: 2015-04-22 00:00:00|time2: 2015-04-29 00:00:00","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS_DRO424994","Unique",NA,NA,"USGS_data",NA,"United states",NA,NA,"USA","exact"
"ASP_data_3432","Partamona testacea (Klug, 1807)","Apidae","Apinae","Partamona",NA,NA,"Partamona testacea","testacea",NA,NA,NA,"(Klug, 1807)",NA,NA,NA,NA,"Tribe: Sin Tribu|Morphospecies: Msp 1",NA,NA,NA,6.7604,-75.1077,NA,"South America","Fosforito",NA,NA,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc-sa/4.0/",NA,"1997/06/04 00:00:00","a.m.",4,6,1997,NA,"Colombia",NA,NA,NA,"Allan Smith-Pardo",NA,NA,"J",NA,NA,NA,NA,100,NA,"ASP_NA",NA,"ASP",NA,"Allan Smith-Pardo",NA,NA,NA,NA,NA,NA,"Partamona testacea (Klug, 1807)",NA,NA,NA,NA,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,"Successional Stage:P","ASP_Anthophila",NA,"Colombia","Colombia","CO","COL","exact"
"Dorey_data_11459410","Ceratina calcarata Robertson, 1900","Apidae","Xylocopinae","Ceratina",NA,NA,"Ceratina calcarata","calcarata",NA,NA,NA,"Robertson, 1900",NA,NA,NA,NA,NA,NA,"Droege, S. W. (Sam W.)","2015",37.6535,-79.2149,"Virginia",NA,"USA Virginia Amherset Co. 37.6535N 79.2149W",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015/07/30 00:00:00",NA,30,7,2015,"PreservedSpecimen","United states",NA,NA,NA,"Droege, S. W. (Sam W.)",NA,NA,"none specified",NA,1,NA,NA,NA,NA,"CMNHENT0047602",NA,NA,"Cleveland Museum of Natural History, OH (CLEV)",NA,NA,"urn:lsid:biosci.ohio-state.edu:osuc_occurrences:CMNHENT0047602",NA,"d11c0fb1-4acc-4c4e-ac8e-4ebaf4ffc5e6","urn:uuid:f9460c31-bea0-4cee-9df6-33ee2b83ad26","0197093b-f523-468f-8e90-6f94faa24395","Ceratina calcarata Robertson, 1900","30 July 2015",NA,NA,NA,"undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_12461201","Trigona fuscipennis Friese, 1900","Apidae","Apinae","Trigona",NA,NA,"Trigona fuscipennis","fuscipennis",NA,NA,NA,"Friese, 1900",NA,NA,NA,NA,NA,NA,NA,NA,0.89169,-79.63306,"Esmeraldas",NA,"San Mateo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1956/08/12 00:00:00",NA,12,8,1956,"PreservedSpecimen","Ecuador",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,3036,NA,"1418337",NA,NA,"KU",NA,NA,"8a659278-0d1b-4176-bef3-a15d0417b69c",NA,NA,"urn:uuid:704188ec-5089-40c8-b037-1cd96448fab5","c45886f1-3524-42f4-a113-4e4e193505a8","Trigona fuscipennis Friese, 1900","1956-8-12",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/","The University of Kansas Natural History Museum",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=30370354",NA,NA,NA,NA,NA,NA,"30370354","Unique",NA,NA,"SCAN_Apidae",NA,"Ecuador","Ecuador","EC","ECU","exact"
"Dorey_data_12735721","Plebeia frontalis (Friese, 1911)","Apidae","Apinae","Plebeia",NA,NA,"Plebeia frontalis","frontalis",NA,NA,NA,"(Friese, 1911)",NA,NA,NA,NA,NA,NA,"T.L. Griswold 96",NA,10.3,-85.0956,"Guanacaste",NA,"Cañas, 14 km S, EJN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990/11/16 00:00:00",NA,16,11,1990,"PRESERVED_SPECIMEN","Costa rica",NA,NA,NA,"F.D. Parker",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL183394",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:d232aacd-4ae0-4a30-bd41-799bf4817553","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Plebeia frontalis (Friese, 1911)","1990-11-16T01:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25628086",NA,NA,NA,NA,NA,NA,"25628086","Unique",NA,NA,"SCAN_Apidae",NA,"Costa rica","Costa Rica","CR","CRI","exact"
"Dorey_data_12898450","Bombus occidentalis Greene, 1858","Apidae","Apinae","Bombus",NA,NA,"Bombus occidentalis","occidentalis",NA,NA,NA,"Greene, 1858",NA,NA,NA,NA,NA,NA,"J.B. Koch 2009",NA,39.96137,-105.51083,"Colorado",NA,"Nederland",NA,"Boulder",NA,NA,NA,NA,NA,NA,NA,"1961/08/25 00:00:00",NA,25,8,1961,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"C.C. Lanham",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPS3986",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:f2dfeea6-79ee-4ca5-b789-a46fe4e985cf","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Bombus occidentalis Greene, 1858","1961-08-25T01:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25751789",NA,NA,NA,NA,NA,NA,"25751789","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_13153831","Bombus impatiens Cresson, 1863","Apidae","Apinae","Bombus",NA,NA,"Bombus impatiens","impatiens",NA,NA,NA,"Cresson, 1863",NA,NA,NA,NA,NA,NA,"kristenmanion","2018-05-26T18:35:39Z",45.841975,-95.73413,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018/05/26 00:00:00",NA,26,5,2018,"HumanObservation","United states",NA,NA,NA,"kristenmanion",NA,NA,NA,NA,NA,NA,NA,5,NA,"12833230",NA,NA,"iNaturalist",NA,NA,"https://www.inaturalist.org/observations/12833230",NA,NA,"urn:uuid:e272952d-7c0c-49dd-b461-ad761a5f47fd","c280e822-464b-4689-b5c5-a2bdf12b894e","Bombus impatiens Cresson, 1863","Sat May 26 2018 10:12:08 GMT-0500 (CDT)",NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Rights for individual observations belong to the individual observers. In jurisdictions where collections of data are are considered intellectual property, the rights holder of this collection is the California Academy of Sciences.","This work is licensed under a Creative Commons Attribution-NonCommercial License: http://creativecommons.org/licenses/by-nc/4.0/. Anyone is free to access it for non-commercial use.",NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=50909276",NA,NA,NA,NA,NA,NA,"50909276","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_13315042","Bombus mixtus Cresson, 1878","Apidae","Apinae","Bombus",NA,NA,"Bombus mixtus","mixtus",NA,NA,NA,"Cresson, 1878",NA,NA,NA,NA,NA,NA,"victoria_simon","2020-08-17T15:13:36Z",43.76545,-110.74932833,"Wyoming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/13 00:00:00",NA,13,8,2020,"HumanObservation","United states",NA,NA,NA,"Clayton Bownds",NA,NA,NA,NA,NA,NA,NA,8,NA,"56391250",NA,NA,"iNaturalist",NA,NA,"https://www.inaturalist.org/observations/56391250",NA,NA,"urn:uuid:6ced1937-c933-4d74-a179-d2cf5f677f1e","c280e822-464b-4689-b5c5-a2bdf12b894e","Bombus mixtus Cresson, 1878","Thu Aug 13 2020 15:13:06 GMT-0600 (MDT)",NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Rights for individual observations belong to the individual observers. In jurisdictions where collections of data are are considered intellectual property, the rights holder of this collection is the California Academy of Sciences.","This work is licensed under a Creative Commons Attribution-NonCommercial License: http://creativecommons.org/licenses/by-nc/4.0/. Anyone is free to access it for non-commercial use.",NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=55125566",NA,NA,NA,NA,NA,NA,"55125566","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Paige_data_1066133","Bombus terricola Kirby, 1837","Apidae","Apinae","Bombus",NA,NA,"Bombus terricola","terricola",NA,NA,NA,"Kirby, 1837",NA,NA,NA,NA,NA,NA,NA,NA,46.87389,-96.76722,"Minnesota",NA,NA,NA,"Clay",NA,NA,NA,NA,NA,NA,NA,"1984/04/22 00:00:00",NA,22,4,1984,"PreservedSpecimen","United states",NA,NA,NA,"Powers, J.R.",NA,NA,NA,NA,1,NA,NA,NA,NA,"JPS 8878",NA,NA,"EMEC",NA,NA,"JPS 8878",NA,NA,"urn:uuid:04738143-4bb3-40d8-9ac7-003fdad667e2","3bf6519b-f105-4cab-bc9a-81f7caccca37","Bombus terricola Kirby, 1837","22 April 1984",NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","UCRC",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39138733",NA,NA,NA,NA,NA,NA,"39138733","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_13739888","Teratognatha modesta Ogloblin, 1956","Apidae","Apinae","Teratognatha",NA,NA,"Teratognatha modesta","modesta",NA,NA,NA,"Ogloblin, 1956",NA,NA,NA,"None",NA,NA,"J. S. Ascher",NA,-23.0494,-63.94015,"Salta",NA,"40 Km WNW of Hickman (label may read ""Hickmann"")",NA,"none",NA,NA,NA,NA,NA,NA,NA,"1989/11/12 00:00:00",NA,12,11,1989,"PreservedSpecimen","Argentina",NA,NA,NA,"J. G. Rozen, A. Roig-Alsina",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_IZC 00164408",NA,NA,"AMNH",NA,NA,"urn:uuid:b78826f4-c4e6-11e3-8259-0026552be7ea",NA,NA,"urn:uuid:21ffbecb-02cb-4ed2-9f1c-5952f9dc9858","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Teratognatha modesta Ogloblin, 1956","1989-11-12/1989-11-14",NA,NA,NA,"Male","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57044000",NA,NA,NA,NA,NA,NA,"57044000","Unique",NA,NA,"SCAN_Apidae",NA,"Argentina","Argentina","AR","ARG","exact"
"Dorey_data_14094199","Macrotera arcuata (Fox, 1893)","Andrenidae","Panurginae","Macrotera",NA,NA,"Macrotera arcuata","arcuata",NA,NA,NA,"(Fox, 1893)",NA,NA,NA,NA,NA,NA,NA,NA,36.60544,-117.55857,"California",NA,"Grapevine Canyon",NA,"Inyo",NA,NA,NA,NA,NA,NA,NA,"1979/05/16 00:00:00",NA,16,5,1979,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"J. Poulsen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"134738",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:129766fd-159f-47af-918d-be305d061a88","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Macrotera arcuata (Fox, 1893)","1979-05-16T01:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25449662",NA,NA,NA,NA,NA,NA,"25449662","Unique",NA,NA,"SCAN_Andrenidae",NA,"United states",NA,NA,"USA","exact"
"Paige_data_2141375","Perdita wyomingensis Cockerell, 1922","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita wyomingensis","wyomingensis",NA,NA,NA,"Cockerell, 1922",NA,NA,NA,NA,NA,NA,NA,NA,42.58143,-116.17,"Idaho",NA,NA,NA,"Owyhee",NA,NA,NA,NA,NA,NA,NA,"1962/06/16 00:00:00",NA,16,6,1962,"PreservedSpecimen","United states",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"UCRC ENT 195915",NA,NA,"UCRC",NA,NA,"UCRC ENT 195915",NA,NA,"urn:uuid:ecdbe812-0022-4e54-9059-c38ba3dafc3c","3bf6519b-f105-4cab-bc9a-81f7caccca37","Perdita wyomingensis Cockerell, 1922","16 June 1962",NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","UCRC",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39083970",NA,NA,NA,NA,NA,NA,"39083970","Unique",NA,NA,"SCAN_Andrenidae",NA,"United states",NA,NA,"USA","exact"
"Paige_data_1946364","Osmia lignaria Say, 1837","Megachilidae","Megachilinae","Osmia",NA,NA,"Osmia lignaria","lignaria",NA,NA,NA,"Say, 1837",NA,NA,NA,NA,NA,NA,"Satyshur, C.","9/4/2019 0:00",46.86028,-92.36528,"Minnesota",NA,NA,NA,"Saint Louis","Saginaw",NA,NA,NA,NA,NA,NA,"2019/03/06 00:00:00",NA,6,3,2019,"PreservedSpecimen","United states",NA,NA,NA,"Evans, T.; Satyshur, C., Forsberg, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BeeAtlas2018-10535",NA,NA,"UMN EXT",NA,NA,"50249438-ddb7-4906-9039-889acf7e37e1",NA,NA,"urn:uuid:2a7fa551-c785-4b8e-b75a-1f2d02adf5b5","24f9a809-e389-44d4-ae58-9ea37a6c5af8","Osmia lignaria Say, 1837","3/6/2019",NA,NA,"Collection date is lab emergence","M","http://creativecommons.org/licenses/by-nc/4.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43852663",NA,NA,NA,NA,NA,NA,"43852663","Unique",NA,NA,"SCAN_Megachilidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_15702129","Lasioglossum viridatum (Lovell, 1905)","Halictidae","Halictinae","Lasioglossum",NA,NA,"Lasioglossum viridatum","viridatum",NA,NA,NA,"(Lovell, 1905)",NA,NA,NA,NA,NA,NA,"S. Droege","6/5/2009 0:00:00",35.6114,-82.4453,"North Carolina",NA,NA,NA,"Buncombe","Warren Wilson College",NA,NA,NA,NA,NA,NA,"2008/06/20 00:00:00",NA,20,6,2008,"preservedspecimen","United states",NA,NA,NA,"Eric J. Soderholm",NA,NA,"trapType:pan trap;trapCount:30;trapVolume:bowl 3.25oz;trapColor:in field note;trapLiquid:soap dawn",NA,NA,NA,NA,500,NA,"USGS_DRO111667",NA,NA,"BISON",NA,NA,"USGS_DRO111667",NA,NA,"urn:uuid:5969e467-004f-4f18-ac2b-952f19426644","95067882-e084-4028-a6ae-fe1e045a4992","Lasioglossum viridatum (Lovell, 1905)","StartDateTime:200806200600xx; EndDateTime:200806201800xx",NA,NA,NA,"female","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=38456110",NA,NA,NA,NA,NA,NA,"38456110","Unique",NA,NA,"SCAN_Halictidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_15861793","Lasioglossum pilosum (Smith, 1853)","Halictidae","Halictinae","Lasioglossum",NA,NA,"Lasioglossum pilosum","pilosum",NA,NA,NA,"(Smith, 1853)",NA,NA,NA,NA,NA,NA,"Droege","4/25/2008 0:00:00",38.5,-75.5945,"Delaware",NA,NA,NA,"Sussex","Vincent 4",NA,NA,NA,NA,NA,NA,"2007/08/14 00:00:00",NA,14,8,2007,"Preserved Specimen","United states",NA,NA,NA,"C. Stragar",NA,NA,"trapType:pan trap; trapCount:15; trapVolumne:; trapColor:; trapLiquid:",NA,NA,NA,NA,500,NA,"USGS_DRO104590",NA,NA,"BISON",NA,"USGS_DRO5045",NA,NA,NA,"urn:uuid:4ab6ed05-7f13-4db5-bddb-473ac2941248","95067882-e084-4028-a6ae-fe1e045a4992","Lasioglossum pilosum (Smith, 1853)","StartDateTime:200708130951xx; EndDateTime:200708140955xx",NA,NA,NA,"female","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=23022834",NA,NA,NA,NA,NA,NA,"23022834","Unique",NA,NA,"SCAN_Halictidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_16213457","Melissodes trinodis Robertson, 1901","Apidae","Apinae","Melissodes",NA,NA,"Melissodes trinodis","trinodis",NA,NA,NA,"Robertson, 1901",NA,NA,NA,NA,NA,NA,"Sam Droege","9/13/2006 0:00:00",38.898253,-76.136628,"Maryland",NA,NA,NA,"Queen Anne's","Wye Island NRMA",NA,NA,NA,NA,NA,NA,"2006/06/18 00:00:00",NA,18,6,2006,"preservedspecimen","United states",NA,NA,NA,"Cathy Stragar",NA,NA,"trapType:in field note;in field note",NA,NA,NA,NA,500,NA,"USGS_DRO061574",NA,NA,"BISON",NA,NA,"USGS_DRO061574",NA,NA,"urn:uuid:65b33c91-0d87-40ba-ba5d-97a31475df8a","95067882-e084-4028-a6ae-fe1e045a4992","Melissodes trinodis Robertson, 1901","StartDateTime:200606180745xx; EndDateTime:200606181410xx",NA,NA,NA,"male","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=38429219",NA,NA,NA,NA,NA,NA,"38429219","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_16549373","Deltoptila elefas (Friese, 1917)","Apidae","Apinae","Deltoptila",NA,NA,"Deltoptila elefas","elefas",NA,NA,NA,"(Friese, 1917)",NA,NA,NA,"NO APLICA",NA,NA,"Ismael A. Hinojosa Díaz",NA,17.4752778,-100.1777778,"GUERRERO",NA,"Puerto del Gallo",NA,"GENERAL HELIODORO CASTILLO",NA,NA,NA,NA,NA,NA,NA,"1983/11/25 00:00:00",NA,25,11,1983,"PreservedSpecimen","Mexico",NA,NA,NA,"Ricardo Ayala Barajas",NA,NA,NA,NA,1,NA,NA,NA,NA,"9564",NA,NA,"FC-UNAM",NA,NA,"urn:catalog:FC-UNAM:MZFC:9564:10044",NA,NA,"urn:uuid:31a21175-48a2-41bc-8400-712315bf3540","787cf714-e54c-48ac-b962-594ad40635f9","Deltoptila elefas (Friese, 1917)","1983-11-25",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=28635895",NA,NA,NA,NA,NA,NA,"28635895","Unique",NA,NA,"SCAN_Apidae",NA,"Mexico","Mexico","MX","MEX","exact"
"Dorey_data_16765768","Melipona interrupta Latreille, 1811","Apidae","Apinae","Melipona",NA,NA,"Melipona interrupta","interrupta",NA,NA,NA,"Latreille, 1811",NA,NA,NA,NA,NA,NA,"Camargo","2005",-2.55,-57.966667,"Amazonas",NA,"Igarapé Maripá, 10Km W de São Sebastião",NA,NA,"São Sebastião do Uatumã",NA,NA,NA,NA,NA,NA,"1979/02/22 00:00:00",NA,22,2,1979,"PreservedSpecimen","Brazil",NA,NA,NA,"Camargo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"202C-028",NA,NA,"USP-RP",NA,NA,"BRA:USP-RP:RPSP:202C-028",NA,NA,"urn:uuid:99530ceb-3a9e-44a7-886f-80a857de87a8","4bd1afe9-ae5b-4b62-995a-062d9938762f","Melipona interrupta Latreille, 1811","1979-02-22",NA,NA,NA,"female","http://creativecommons.org/licenses/by-nc/4.0/","Universidade de São Paulo",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=60221115",NA,NA,NA,NA,NA,NA,"60221115","Unique",NA,NA,"SCAN_Apidae",NA,"Brazil","Brazil","BR","BRA","exact"
"Dorey_data_325158","Bombus jonellus (Kirby, 1802)","Apidae","Apinae","Bombus",NA,NA,"Bombus jonellus","jonellus",NA,NA,"SPECIES","(Kirby, 1802)",NA,NA,NA,NA,NA,NA,NA,NA,59.258547,9.97315,"Vestfold og Telemark",NA,"Fossestua, Sagkollen, Larvik, Larvik, Vt",NA,"Vestfold og Telemark","Larvik","NOR","Norway","NOR.19_1","Vestfold","CC_BY_4_0","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","2020/05/27 00:00:00",NA,27,5,2020,"HUMAN_OBSERVATION","Norway",NA,"PRESENT",NA,"Rolf Meyer",NA,NA,NA,NA,1,NA,NA,10,NA,"24319375",2631873352,NA,"nef",NA,NA,"urn:uuid:30b6ba9c-44b3-4187-a447-10369c574e2b",1340308,NA,NA,NA,"Bombus jonellus (Kirby, 1802)",NA,NA,NA,"Activity: Forage.",NA,NA,NA,NA,"https://www.artsobservasjoner.no/Sighting/24319375",NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Norway","Norway","NO","NOR","exact"
"Dorey_data_514764","Bombus lucorum (Linnaeus, 1761)","Apidae","Apinae","Bombus",NA,NA,"Bombus lucorum","lucorum",NA,NA,"SPECIES","(Linnaeus, 1761)",NA,NA,NA,NA,NA,NA,NA,NA,53.284732,-6.138493,NA,"EUROPE","Royal Terrace Ln; Dublin",NA,NA,NA,"IRL","Ireland","IRL.6_1","Dublin","CC_BY_4_0","COORDINATE_ROUNDED","2014/09/01 00:00:00",NA,1,9,2014,"HUMAN_OBSERVATION","Ireland","Occurrence","PRESENT",NA,"Ciaran Taylor",NA,NA,NA,NA,NA,NA,NA,100,NA,"97208269419895452",1571237525,"BeesOfIreland","NBDC",NA,NA,"ie.nbdc.dataset.BeesOfIreland.97208269419895452",1340298,NA,NA,NA,"Bombus lucorum (Linnaeus, 1761)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Ireland","Ireland","IE","IRL","exact"
"Dorey_data_865621","Bombus ruderarius (Müller, 1776)","Apidae","Apinae","Bombus",NA,NA,"Bombus ruderarius","ruderarius",NA,NA,"SPECIES","(Müller, 1776)",NA,"Biota | Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apocrita | Aculeata | Apoidea | Apiformes | Apidae | Bombus",NA,NA,NA,NA,NA,NA,59.31429,16.45085,"Södermanland","EUROPE","Husby-Rekarne k:a, Srm",NA,"Södermanland","Eskilstuna","SWE","Sweden","SWE.14_1","Södermanland","CC0_1_0",NA,"2020/06/11 00:00:00",NA,11,6,2020,"HUMAN_OBSERVATION","Sweden",NA,"PRESENT",NA,"Joachim Strengbom",NA,NA,NA,NA,1,1,NA,25,NA,"86228133",2809445082,"urn:lsid:swedishlifewatch.se:dataprovider:Artportalen","SLU Artdatabanken","Artportalen",NA,"urn:lsid:artportalen.se:sighting:86228133",1340394,NA,NA,NA,"Bombus ruderarius (Müller, 1776)","2020-06-11",NA,NA,NA,"FEMALE",NA,"Joachim Strengbom","Free usage",NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Sweden","Sweden","SE","SWE","exact"
"Dorey_data_1407938","Bombus soroeensis (Fabricius, 1776)","Apidae","Apinae","Bombus",NA,NA,"Bombus soroeensis","soroeensis",NA,NA,"SPECIES","(Fabricius, 1776)",NA,NA,NA,NA,NA,"Bombus soroeensis","Juho Paukkunen",NA,61.525637,29.374491,"Laatokan Karjala (LK)",NA,"Melkoniemi, Kallioniemi",NA,"Parikkala",NA,"FIN","Finland","FIN.4_1","Southern Finland","CC_BY_4_0",NA,"2011/06/24 00:00:00",NA,24,6,2011,"HUMAN_OBSERVATION","Finland",NA,"PRESENT",NA,"Juho Paukkunen","http://tun.fi/JX.873700#1",NA,NA,NA,2,NA,NA,1000,NA,"http://tun.fi/JX.873700",1999814951,NA,NA,NA,NA,"http://tun.fi/JX.873700#3",1340444,NA,NA,NA,"Bombus soroeensis (Fabricius, 1776)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://tun.fi/JX.873700#3 Source: FinBIF",NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Finland","Finland","FI","FIN","exact"
"Dorey_data_1716118","Apis mellifera Linnaeus, 1758","Apidae","Apinae","Apis",NA,NA,"Apis mellifera","mellifera",NA,NA,"SPECIES","Linnaeus, 1758",NA,NA,NA,NA,NA,NA,NA,NA,51.035896,-2.667437,"England",NA,"Lytes Cary Garden 2015",NA,NA,NA,"GBR","United Kingdom","GBR.1_1","England","CC_BY_NC_4_0","COORDINATE_ROUNDED","2016/05/31 00:00:00",NA,31,5,2016,"HUMAN_OBSERVATION","United Kingdom",NA,"PRESENT",NA,"Waterhouse, S. Sue",NA,NA,"Standardised transect walk",NA,7,NA,NA,70.7,NA,NA,2907039908,NA,"Bumblebee Conservation Trust",NA,NA,"61948",1341976,NA,NA,NA,"Apis mellifera Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"The Bumblebee Conservation Trust",NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United Kingdom",NA,NA,"GBR","exact"
