"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","stateProvince","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","day","month","year","basisOfRecord","country","type","occurrenceStatus","recordNumber","recordedBy","eventID","Location","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","verbatim_scientificName",".scientificName_empty",".coordinates_empty",".coordinates_outOfRange",".basisOfRecords_notStandard","countryCO","country_suggested","countryCode",".coordinates_country_inconsistent",".occurrenceAbsent",".unLicensed",".GBIFflags",".summary",".uncer_terms",".invalidName"
"Paige_data_15900","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,"SPECIES","Cockerell, 1917",NA,NA,NA,NA,NA,NA,NA,NA,31.93406,-109.1167,"Arizona",NA,"2 mi NE of Portal",NA,"Cochise Co.",NA,"USA","United States","USA.3_1","Arizona","CC_BY_4_0","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE","1959/01/01 00:00:00",NA,NA,1,1959,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"M. Statham",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00178164",2804785742,NA,"AMNH","AMNH Hymenoptera",NA,"85c79006-d8e1-11e2-99a2-0026552be7ea",5042873,NA,NA,NA,"Agapostemon tyleri Cockerell, 1917","8/1/1959",NA,NA,NA,"MALE",NA,"American Museum of Natural History",NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Halictidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_2098337","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,"SUBSPECIES","(Say, 1824)",NA,NA,NA,NA,NA,NA,NA,NA,42.79722,-73.82889,"New York",NA,"Vischer Ferry",NA,"Saratoga Co.",NA,"USA","United States","USA.33_1","New York","CC_BY_4_0","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE","1982/06/01 00:00:00",NA,NA,6,1982,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"J. G. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00266809",2804673646,NA,"AMNH","AMNH Hymenoptera",NA,"b4d2be30-40e1-11e3-935e-0026552be7ea",8944379,NA,NA,NA,"Perdita octomaculata (Say, 1824)","8/6/1982",NA,NA,NA,"MALE",NA,"American Museum of Natural History",NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Andrenidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_9649119","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,NA,NA,NA,NA,NA,"Roberts, R","1967",NA,NA,"San Luis Potosi","Neotropical","San Luis Potosi, 29 mi SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962/07/25 00:00:00",NA,25,7,1962,"PreservedSpecimen","Mexico",NA,NA,NA,"Univ. of Kans. Mex. Exped.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"438600",NA,NA,"KU","Snow Entomological Museum Collection",NA,"380048a0-1ed6-11e3-bfac-90b11c41863e",NA,"878c122b-61de-4a72-b486-0a06a79ce9a3",NA,NA,"Agapostemon tyleri Cockerell, 1917",NA,NA,NA,NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duplicate",NA,NA,"iDigBio_halictidae",NA,TRUE,FALSE,TRUE,TRUE,NA,"Mexico","MX",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"Dorey_data_13918494","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,NA,NA,"Danforth, Bryan",NA,NA,NA,"Kansas",NA,"unspecified, Douglas County",NA,"Douglas",NA,NA,NA,NA,NA,NA,NA,"1951/10/01 00:00:00",NA,1,10,1951,"PreservedSpecimen","United states",NA,NA,NA,"Michener & Beamer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"224412",NA,NA,"KU",NA,NA,"255ff44d-1ed6-11e3-bfac-90b11c41863e",NA,NA,"urn:uuid:e747dbf8-4096-474d-b099-1e45e06ddeee","c45886f1-3524-42f4-a113-4e4e193505a8","Perdita octomaculata (Say, 1824)","1951-10-1","Aster",NA,NA,"unknown","http://creativecommons.org/publicdomain/zero/1.0/","The University of Kansas Natural History Museum",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=15589719",NA,NA,NA,NA,NA,NA,"15589719","Duplicate",NA,NA,"SCAN_Andrenidae",NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"Dorey_data_10234915","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana",NA,"Hovey Lake",NA,"Posey","Point",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1958,"PreservedSpecimen","United states",NA,NA,NA,"Montgom_BE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PU",NA,NA,"59097334-99c6-4219-a9c1-88bba8d86860",NA,"820b4e36-d634-4286-861f-f5425650ce71","urn:uuid:59097334-99c6-4219-a9c1-88bba8d86860","61cff121-261e-4eff-a186-a377f91aa027","Perdita octomaculata (Say, 1824)","10/3/1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duplicate",NA,NA,"iDigBio_andrenidae",NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"Dorey_data_13859632","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"USDA/USU Staff",NA,NA,NA,"Arizona",NA,"Topock",NA,"Mohave",NA,NA,NA,NA,NA,NA,NA,"1972/04/08 00:00:00",NA,8,4,1972,"PreservedSpecimen","United states",NA,NA,NA,"B. Apperson",NA,NA,NA,NA,1,NA,NA,NA,NA,"HYM 103450",NA,NA,"MNA",NA,NA,"7a66e20b-9670-456e-913d-e1f766831ddd",NA,NA,"urn:uuid:677a4a7c-b12a-4757-8110-4e6cb35dece9","48b700e0-fcdb-4196-b642-70fd7b8a71ef","Centris rhodopus Cockerell, 1897","1972-04-08",NA,NA,NA,"Female","http://creativecommons.org/licenses/by-nc/4.0/","MNA",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57129626",NA,NA,NA,NA,NA,NA,"57129626","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"Dorey_data_1520542","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,"J.S. Ascher 2007",NA,NA,NA,"Arizona",NA,"9 mi E",NA,"LaPaz",NA,NA,NA,NA,NA,"CC_BY_4_0","INSTITUTION_MATCH_NONE","1988/06/10 00:00:00",NA,10,6,1988,"PRESERVED_SPECIMEN",NA,NA,"PRESENT",NA,"R.T. Griswold",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL688968",658711770,NA,"USDA-ARS",NA,NA,"658711770",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"Dorey_data_13778839","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona",NA,"1 mi E of Douglas",NA,"Cochise Co.",NA,NA,NA,NA,NA,NA,NA,"1985/08/27 00:00:00",NA,27,8,1985,"PreservedSpecimen","United states",NA,NA,NA,"J. G. Rozen & Barbara L. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00036907",NA,NA,"AMNH",NA,NA,"83a9544e-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:b303afd8-30e8-4009-8e1e-a2bb627681ba","66acc5ec-da39-42c7-811a-824c25f96161","Centris rhodopus Cockerell, 1897","8/27/1985",NA,NA,NA,"Male","http://creativecommons.org/licenses/by-nc/4.0/","AMNH","Not-for-profit use only",NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49409934",NA,NA,NA,NA,NA,NA,"49409934","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"Dorey_data_13837377","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona",NA,"Southwestern Research Station (SWRS), 5 mi W of Portal",NA,"Cochise Co.",NA,NA,NA,NA,NA,NA,NA,"1956/08/01 00:00:00",NA,1,8,1956,"PreservedSpecimen","United states",NA,NA,NA,"E. Ordway",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00212001",NA,NA,"AMNH",NA,NA,"869d6cee-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:2ecce196-800f-4c8e-ac81-4b7de2886f80","66acc5ec-da39-42c7-811a-824c25f96161","Centris rhodopus Cockerell, 1897","8/1/1956",NA,NA,NA,"Female","http://creativecommons.org/licenses/by-nc/4.0/","AMNH","Not-for-profit use only",NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49669596",NA,NA,NA,NA,NA,NA,"49669596","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"Dorey_data_14399271","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mississippi",NA,NA,NA,"Forrest Co.","Hattiesburg",NA,NA,NA,NA,NA,NA,"1943/10/10 00:00:00",NA,10,10,1943,"PreservedSpecimen","United states",NA,NA,NA,"C. D. Michener",NA,NA,"Unknown",NA,1,NA,NA,NA,NA,"AMNH_BEE 00257623",NA,NA,"AMNH",NA,NA,"88f94af8-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:f5e430e4-db44-47e9-a9b7-815467e31897","66acc5ec-da39-42c7-811a-824c25f96161","Perdita octomaculata (Say, 1824)","10/10/1943","Pityopsis graminifolia var. tenuifolia Torr. Semple & F. D. Bowers : Asteraceae : Asterales",NA,NA,"Female","http://creativecommons.org/licenses/by-nc/4.0/","AMNH","Not-for-profit use only",NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49560847",NA,NA,NA,NA,NA,NA,"49560847","Duplicate","associated with",NA,"SCAN_Andrenidae",NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"Dorey_data_15431713","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico",NA,"Rodeo",NA,"Hidalgo Co.",NA,NA,NA,NA,NA,NA,NA,"1990/08/13 00:00:00",NA,13,8,1990,"PreservedSpecimen","United states",NA,NA,NA,"J. G. Rozen & Jessica Krieger",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00038609",NA,NA,"AMNH",NA,NA,"83b3d734-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:971cf6a4-22d3-4b07-8c43-f025f1734a8e","66acc5ec-da39-42c7-811a-824c25f96161","Agapostemon tyleri Cockerell, 1917","8/13/1990",NA,NA,NA,"Male","http://creativecommons.org/licenses/by-nc/4.0/","AMNH","Not-for-profit use only",NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49577103",NA,NA,NA,NA,NA,NA,"49577103","Duplicate",NA,NA,"SCAN_Halictidae",NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"Paige_data_1134719","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,"Animalia; Arthropoda; Hexapoda; Insecta; Pterygota; Endopterygota; Hymenoptera; Apocrita; Apoidea; Apidae",NA,NA,"Centris rhodopus",NA,NA,NA,33.56085,-116.0589,"California","NORTH_AMERICA","Mecca",NA,"Riverside County",NA,"USA","United States","USA.5_1","California","CC0_1_0","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY","1942/09/20 00:00:00",NA,20,9,1942,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"Charles L. Remington",NA,NA,NA,NA,1,NA,NA,6490,NA,"YPM ENT 704587",1039083078,"0","YPM",NA,NA,"urn:uuid:51a7ccc7-b39c-4c5d-baf0-314d2008bcf0",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,"Yale Peabody Museum of Natural History","Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",NA,"Centris rhodopus (YPM ENT 704587)","http://collections.peabody.yale.edu/search/Record/YPM-ENT-704587",NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1134834","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,34.10732,-115.6701,"California",NA,"Dale Dry Lake, SE, 21 mi E of Twentynine Palms",NA,"SanBernardino",NA,"USA","United States","USA.5_1","California","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","1987/09/27 00:00:00",NA,27,9,1987,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"T.L. Griswold",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103411",658711789,NA,"USDA-ARS",NA,NA,"658711789",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1135854","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,35.02,-114.83,"California",NA,"Searchlight, 30 mi S",NA,"SanBernardino",NA,"USA","United States","USA.5_1","California","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","1966/04/26 00:00:00",NA,26,4,1966,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"P.F. Torchio, R.W. Rust, N. Youssef",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103385",658712413,NA,"USDA-ARS",NA,NA,"658712413",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1135520","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,"O.J. Messinger 1999",NA,36.2152,-115.0136,"Nevada",NA,"withheld",NA,"Clark",NA,"USA","United States","USA.3_1","Arizona","CC_BY_4_0","RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"M. Andres, C. Schultz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL297745",658711674,NA,"USDA-ARS",NA,NA,"658711674",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1135470","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,34.88281,-115.7223,"California",NA,"Kelso Dunes, 3km SW",NA,"SanBernardino",NA,"USA","United States","USA.5_1","California","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","1995/05/09 00:00:00",NA,9,5,1995,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"L. Kervin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL605952",658712163,NA,"USDA-ARS",NA,NA,"658712163",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1135028","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,36.88,-113.92,"Arizona",NA,"Littlefield",NA,"Mohave",NA,"USA","United States","USA.3_1","Arizona","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","1983/05/11 00:00:00",NA,11,5,1983,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"F.D. & J.H. Parker",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103347",658712221,NA,"USDA-ARS",NA,NA,"658712221",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1135659","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,"S.M. Higbee 2004",NA,36.2152,-115.0136,"Nevada",NA,"withheld",NA,"Clark",NA,"USA","United States","USA.29_1","Nevada","CC_BY_4_0","RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"S.M. Higbee",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL531254",658712527,NA,"USDA-ARS",NA,NA,"658712527",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1135034","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,"Centris (Paracentris)  rhodopus","SPECIES","Cockerell, 1897",NA,"Animalia; Arthropoda; Insecta; Hymenoptera; Apidae; Centris",NA,NA,NA,NA,"Ismael A. Hinojosa Díaz",NA,26.72222,-103.6831,"Chihuahua",NA,"Presón Dos Amigos, Reserva de la Biósfera Mapimí",NA,"JIMENEZ",NA,"MEX","Mexico","MEX.7_1","Coahuila","CC_BY_4_0","TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;ELEVATION_MIN_MAX_SWAPPED;INSTITUTION_MATCH_NONE","1994/09/28 00:00:00","00:00:00",28,9,1994,"PRESERVED_SPECIMEN","Mexico","Event","PRESENT",NA,"Rocío López Mendoza",NA,NA,NA,NA,1,NA,NA,50,NA,"17626",1418493950,"74e7cf6b8bfd74cadf7cbc54ae7094cb","FC-UNAM","Computarización de la colección de abejas (Hymenoptera: Apoidea) del Museo de Zoología Alfonso L. Herrera, de la Facultad de Ciencias de la UNAM",NA,"urn:catalog:FC-UNAM:MZFC:17626:74e7cf6b8bfd74cadf7cbc54ae7094cb",1342875,NA,NA,"4221","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)",NA,NA,"Luis-Martínez M. A. 2001. Computarización de la colección de abejas (Hymenoptera: Apoidea) del Museo de Zoología Alfonso L. Herrera, de la Facultad de Ciencias de la UNAM. Colección Entomológica MZFC. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto Q035. México, D. F.",NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Kept duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"Mexico","Mexico","MX",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1135280","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,"Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Apidae|Apinae|Centridini|Centris",NA,NA,NA,NA,"R.R. Snelling","1994-01-01T00:00:00",30.94489,-114.748,"Baja California",NA,"9 mi. S of San Felipe",NA,NA,"Mexicali Municipality","MEX","Mexico","MEX.3_1","Baja California","CC0_1_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1968/06/10 00:00:00",NA,10,6,1968,"PRESERVED_SPECIMEN","Mexico",NA,"PRESENT",NA,"N. Leppla; J. Bigelow, Mont A. Cazier, J. Davidson",NA,NA,NA,NA,NA,NA,NA,3000,NA,"ASUHIC0084160",1455643506,NA,"ASU",NA,NA,"b1fd76e6-d208-43cc-9bec-d532e3fcd1f5",1342875,NA,NA,"71ca74c2-208d-4784-998f-6f7ecc6ec090","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,"FEMALE","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=352594",NA,NA,TRUE,FALSE,NA,NA,NA,"Duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"Mexico","Mexico","MX",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1135681","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,"Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Apidae|Apinae|Centridini|Centris",NA,NA,NA,NA,"R.R. Snelling","1994-01-01T00:00:00",31.80888,-109.0441,"New Mexico",NA,"2 mi. W of Rodeo",NA,"Hidalgo County",NA,"USA","United States","USA.32_1","New Mexico","CC0_1_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1965/07/07 00:00:00",NA,7,7,1965,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"J.H. Davidson; J.M. Davidson, M.A. Cazier",NA,NA,NA,NA,NA,NA,NA,1500,NA,"ASUHIC0084108",1455643433,NA,"ASU",NA,NA,"65ca4248-4170-42b2-9e8c-0d9851a53888",1342875,NA,NA,"71ca74c2-208d-4784-998f-6f7ecc6ec090","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,"MALE","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=352537",NA,NA,TRUE,FALSE,NA,NA,NA,"Duplicate",NA,NA,"GBIF_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United States of America",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
